## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20040101,7087.521533030474,5.217060903513383,3.8883760442027864,0.5996701633896415,5.091554040070978,0.8745873917039737,NaN
20040102,343.45209633266336,-9.333568209574885,3.4954515719454844,0.3526195223120004,4.172799550815673,0.5962478860118331,NaN
20040103,7502.594693605649,-6.379154679139655,4.113304070970514,0.2190528410868973,0.5715895103697197,0.2974353700310433,NaN
20040104,7137.229584773256,-0.7401638973125824,-2.44266854722526,0.24161372574299772,2.4414480038830657,0.19281609815271883,NaN
20040105,16133.466613955814,1.0179999696140793,8.416189888201348,0.06,1.118286616032809,0.7365934037569323,NaN
20040106,2508.1299175955082,9.965386414322122,10.825320986236818,1.0051125246914467,4.120377078929589,0.010846342972840706,NaN
20040107,7290.176499644724,1.0683357391167316,0.45539071157605626,0.7317787535136074,1.4777803120865705,0.3007038091471537,NaN
20040108,5683.577645442045,-1.5007792063774072,20.37416934687212,0.06,5.080950926305148,1.1782600898157667,NaN
20040109,9974.165476492602,2.348465675749635,1.6710617997470942,0.7374683102111959,2.349465121027805,0.6803747867836993,NaN
20040110,11608.792554702828,6.493894322787847,7.052995496457196,0.06,3.8351968397145586,0.4384372983285406,NaN
20040111,449.17068262338717,6.84130457302769,5.870080364336048,0.27133980589793383,6.08671157603522,2.4831713491304495,NaN
20040112,10980.66375594285,16.665941156717366,9.588381924325288,0.6984802525831159,5.643383895632071,0.4823630795828183,NaN
20040113,1754.433680438916,-1.7577669514664773,-1.6394305554221713,0.7604458272384598,8.841631784451195,2.286665687109663,NaN
20040114,6718.288941045785,1.3128761727865697,10.548008621626833,0.5286100721602953,4.683693964963754,1.923003051797264,NaN
20040115,2142.118775572477,-0.5250695726169998,3.298397194424129,0.41966129167936034,3.2241217339472925,1.3030436527213927,NaN
20040116,1754.012639939307,8.960477214779893,8.385776141921811,0.30516989349725354,6.996925900656331,1.6262183946584199,NaN
20040117,4763.93612900531,4.909982819366491,11.556214883198098,0.5438575280681979,6.226922893424005,0.9374644090573229,NaN
20040118,1467.4012969465987,-1.8193381663566814,11.076535207988256,0.4595071135298357,3.1114566044695557,2.0316261566914817,NaN
20040119,9058.871162047886,-2.2605125660781815,0.22380583985817815,0.5288816545803101,6.211442204196246,3.484380960682171,NaN
20040120,5181.187788736222,-16.82411089057057,4.527888371678153,0.14299856266799332,2.809748609908276,0.5845920409691633,NaN
20040121,3319.152206701784,9.690848887170858,2.0514280628277013,0.2800973284225875,1.6864684805804713,1.5607131000423056,NaN
20040122,3168.482300847272,9.833735668839028,-1.6412749479879638,0.22289128063637334,2.6979089353800623,1.6699437252747356,NaN
20040123,2229.5974941762934,-1.2679182539682152,21.47739105328571,0.41562104997902183,5.251940821733909,0.019086941317460193,NaN
20040124,7811.242531910462,6.315338205284317,-7.21791179974198,0.7749115143634624,2.654716079356623,0.3459332235874326,NaN
20040125,486.3770153932487,0.41751822228916147,6.53121301043805,0.15039779080583637,1.7694590998398758,1.1105305514862072,NaN
20040126,11024.171903670158,-4.389602949440182,-4.272341274878072,0.33770204927995306,0.8439555123526581,0.20893876207137893,NaN
20040127,5948.727705004689,8.36263029320858,-1.8237945730690113,0.1530825808065574,0.9203331494939837,1.2181322525478624,NaN
20040128,5761.821763297486,1.1611142972951942,9.473708129291591,0.07306236009306269,5.731253820746324,0.3855592295584069,NaN
20040129,926.4515935019424,3.797415909539054,7.712623178974217,0.5399002091386251,8.53914563288387,1.1322655871866256,NaN
20040130,1479.2749758672242,-9.220938806707345,0.3989556497480802,0.653989295337922,4.602509315566882,0.9455868666476471,NaN
20040131,7179.110525748744,1.6605582686558038,15.763243111522225,0.3520550595264471,7.040704850793389,3.541259345445787,NaN
20040201,6053.534421460495,21.63809459725752,22.85586790478704,0.5221282552763816,9.134061849561165,0.3905114568419312,NaN
20040202,1491.2966365361935,6.4132397274328135,9.70883580681017,0.7882274357133565,7.240200918509135,2.058559114073736,NaN
20040203,9127.926734045119,11.965368003080751,25.574686339656985,0.47086480095534583,7.057991595033842,0.11850296785632923,NaN
20040204,16042.622660655907,6.933791595475082,6.632108132440528,1.6405780870026034,4.783907278243455,1.5336538852377861,NaN
20040205,426.51487983925904,11.166438188317235,26.16081908498077,0.4463624825429984,6.3037583472843135,0.9842221018900477,NaN
20040206,12187.868499379649,12.595014528937096,21.229623002555428,0.44596838910580205,6.348414673118263,0.8011402833424288,NaN
20040207,1518.2662614767373,2.376342962231448,2.0003529656953187,0.30090970804995476,8.332955120623986,1.2460314441991762,NaN
20040208,16089.760937618823,-3.2994456405190893,6.501900756288559,0.3170703848688058,8.278722305205102,3.031743825818979,NaN
20040209,199.10935995575187,4.079280612596599,4.372601517668666,0.12368733231987261,5.226951256712011,0.018196271446147917,NaN
20040210,30.79124411130249,-4.097198657024878,8.910245595233723,0.1026213633394796,5.791190357938621,2.326416997629145,NaN
20040211,11054.700403796833,1.5655905657296048,13.722253005404102,0.4752994572468419,3.0154544890663733,0.3307840090576718,NaN
20040212,10342.330710145688,-0.037053648887924506,11.66360829543886,0.2881065523437041,2.011211790672172,1.6743785651737677,NaN
20040213,5786.017570545324,15.735166409695935,14.210063684533411,0.9060512520833945,2.5593210476597315,1.1310344162810242,NaN
20040214,5844.4942110269185,-2.2366649204447464,17.70601543352398,0.6575124520026131,0.009115900550565215,0.30474094795772666,NaN
20040215,2720.062544654138,8.486361840287472,10.520140001161593,0.6892541793329261,1.6273836440755916,1.2576539264439894,NaN
