## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20040101,2175.1542169138647,0.0005855797508349525,15.912406881045179,1.0256219273047003,5.453901622641284,1.3025631958805604,NaN
20040102,1165.10021804927,-8.128136302143707,-0.1077259461699791,0.6020271342350976,2.967845667415352,0.03469393148240332,NaN
20040103,7248.695522990952,-18.78988608434548,-5.285373514149887,0.9112285830182152,1.460716281097659,0.47864331700418444,NaN
20040104,3267.478236393922,-0.1345842461365523,10.298843364857344,1.342412196749486,2.152764661304968,0.19042372179266032,NaN
20040105,1373.5617922329725,10.578401454376685,5.683431920757483,0.6732677928630237,3.6536296812088773,0.37450244703944413,NaN
20040106,2972.9960784714794,7.02805542576656,21.18464255676728,0.43328396377923506,5.205284672184414,0.2131266524978318,NaN
20040107,3325.9569104285238,13.246153368170216,11.776265124377733,1.1978535814283595,0.6192763357659019,0.2820951229527931,NaN
20040108,825.8563736095342,7.877139866690823,7.632206184999381,0.8202844394877021,5.045464138615122,0.8160376090784831,NaN
20040109,113.8712685851815,8.630190371272164,6.481045048224982,1.0393690593688993,2.211062806907287,1.4916187353700203,NaN
20040110,2864.363090026878,5.321839339903694,13.116371821565798,1.0020197372888695,2.847496149284067,0.1362608149162246,NaN
20040111,7244.0764610345295,-9.238469453557261,15.057889602544437,1.0005843258320628,3.6894432392999392,2.5265353874792154,NaN
20040112,6411.09962868717,9.899224955021982,8.587330412960846,1.1762898055668978,3.429695027512702,1.1382105710502228,NaN
20040113,901.2286609289586,17.354638542607432,0.2618983718269021,0.9379864935206483,6.7866698277252056,3.168204066178868,NaN
