## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20040101,6449.066371660277,-1.7571910447309436,5.868004196838642,0.510564851531639,2.5545931846521523,1.4644859284671892,NaN
20040102,18475.419958961942,-11.37312104710222,10.58266993162313,0.7139454961646774,0.5628746233252864,0.15866167078633994,NaN
20040103,16770.74094988327,-12.030546973532267,-15.830349500320768,1.151228476790165,1.2764572592998462,1.431883946875604,NaN
20040104,3560.934523993752,3.7045995772939273,9.915098255525553,1.0621700839171881,1.5455560400518857,0.8315912761932351,NaN
20040105,1652.66338845061,5.901376297374414,0.3602925560235158,1.511481318777013,2.3088803621731877,0.3785323016794938,NaN
20040106,7440.361087945754,9.531680917721136,-0.7498060245237648,1.753069071278029,0.2183784237914308,0.509026222623265,NaN
20040107,13081.585401593004,-2.3928097898133673,-2.9528801369072673,1.5421506592231893,0.4712558204205326,1.124693000358272,NaN
20040108,7450.542043180221,12.65558287518714,8.279857646429088,1.3097739195536302,4.461062204306887,0.12134313210439918,NaN
20040109,14003.584046923344,-1.8248936010352264,-0.9684211994231773,1.8864576227860752,3.976585213099741,0.5592909943392447,NaN
20040110,5024.269724060328,13.2730918660217,10.25154034558508,1.9030555824267505,2.4640886611244643,1.9230600461728928,NaN
20040111,1648.7344109730366,17.986071850068534,2.1869473733613383,1.8604666945170376,5.246401738579316,2.8918864493168375,NaN
20040112,2929.7573234741494,0.1475060786266793,6.347025077904506,2.573818970989028,3.2475516644411457,0.20503871385371186,NaN
20040113,904.5684136967734,7.310225170957296,7.863218659365649,2.156561309256854,6.04210713559124,3.075821013306438,NaN
20040114,6097.8233814510095,0.9562739097030977,-5.7312756360171555,1.1451327824939275,6.358535088759323,0.7722292881991528,NaN
20040115,8484.609467337583,-8.04825159169269,2.6408274231750455,0.6048427524579961,3.3081255775476865,0.15426739249605073,NaN
20040116,7248.152231793686,0.0028585092120536615,5.675047830320305,1.674687692572811,9.14079241592055,1.6058782408517465,NaN
20040117,9183.632335435444,-3.638763865914508,9.421465186189522,1.8652966200324554,4.074864942910932,0.12248882238433412,NaN
20040118,14735.831903039896,3.3586733475707766,3.506731019284098,1.2844018869622864,0.7076277296566504,0.26032544501726207,NaN
20040119,12614.02939522267,-1.1628399055328025,-9.629669886054185,2.1956148057613767,4.903394249633729,4.466794869552379,NaN
20040120,789.2368878042566,-4.03719928141947,-2.812316827211367,1.5821112255133771,0.6211112548688169,0.16548389463017713,NaN
20040121,8779.301908285139,10.451728025973383,0.5499610039073266,2.10500439061266,1.0292376320794487,1.044018227977698,NaN
20040122,592.7230713513434,3.720984143876106,3.5773536558285706,0.7453389683881885,2.1529108977809672,0.7320421130929021,NaN
20040123,2038.0074782022511,2.123071296655175,1.7565684934186587,0.7058808369832589,0.5291675948270289,0.7678310638242098,NaN
20040124,371.88544440678413,4.287193131441832,4.9980789489783355,1.5385934265185222,0.5128260263692076,1.1821806646152953,NaN
20040125,16300.540078950158,2.8164913234935747,-5.889430347629404,1.2465525413633465,0.3899711561033713,0.7680102046126529,NaN
20040126,12335.534950854168,-1.7216374717336531,1.3910354287811288,0.7504766681817429,0.47546819617819924,0.8949029064093924,NaN
20040127,10816.940567512585,-4.453503989494672,5.692334596859434,1.7556749283418527,0.5298887466946645,0.756404737857059,NaN
20040128,8280.953160734558,6.31095782521615,-10.641839503981426,1.5312814747871344,4.600367641823838,0.36526106916950385,NaN
20040129,379.4238243253453,-7.085310938519234,-0.4887512387768398,2.1935253093142393,3.380734546050404,1.2359280545251954,NaN
