,day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW,NNI,KNI,PNI,NPKI,NSOIL,PSOIL,KSOIL,NAVAIL,PAVAIL,KAVAIL,NDEMLV,NDEMRT,NDEMSO,NDEMST,PDEMLV,PDEMRT,PDEMSO,PDEMST,KDEMLV,KDEMRT,KDEMSO,KDEMST,RNUPTAKE,RPUPTAKE,RKUPTAKE,RNFIX,NTRANSLOCATABLE,PTRANSLOCATABLE,KTRANSLOCATABLE
0,2005-10-01,,,,,,,,,,0.3,65.69999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2005-10-02,,,,,,,,,,0.31401314502152183,65.47013145021522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2005-10-03,,,,,,,,,,0.31066553202851155,65.06665532028512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2005-10-04,,,,,,,,,,0.30327543213648933,64.6227543213649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2005-10-05,,,,,,,,,,0.3020643560703592,64.2406435607036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2005-10-06,,,,,,,,,,0.30034921380930735,63.85349213809308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2005-10-07,,,,,,,,,,0.2992694204145222,63.472694204145235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2005-10-08,,,,,,,,,,0.2979346123585445,63.08934612358546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2005-10-09,,,,,,,,,,0.2972102922839309,62.71210292283933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2005-10-10,,,,,,,,,,0.2984130650858991,62.35413065085901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2005-10-11,,,,,,,,,,0.2947979495467318,61.94797949546734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2005-10-12,,,,,,,,,,0.2932632914268444,61.56263291426847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2005-10-13,,,,,,,,,,0.29175311855912267,61.177531185591256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2005-10-14,,,,,,,,,,0.2905415764582693,60.79541576458272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2005-10-15,,,,,,,,,,0.2898490657394727,60.418490657394756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2005-10-16,,,,,,,,,,0.28904877472288004,60.04048774722884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2005-10-17,,,,,,,,,,0.2874107838019639,59.65410783801968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2005-10-18,,,,,,,,,,0.2861667693763297,59.271667693763334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2005-10-19,,,,,,,,,,0.28481320965069196,58.888132096506965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2005-10-20,,,,,,,,,,0.31230812667035385,58.79308126670358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2005-10-21,,,,,,,,,,0.3163660211219509,58.463660211219555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2005-10-22,,,,,,,,,,0.4097878495474487,59.02787849547454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2005-10-23,,,,,,,,,,0.41407747768516706,58.70077477685172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2005-10-24,,,,,,,,,,0.4425620146958069,58.61562014695812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2005-10-25,,,,,,,,,,0.57,59.52000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2005-10-26,,,,,,,,,,0.5496788327403193,59.49678832740325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2005-10-27,,,,,,,,,,0.48837864125242725,59.06378641252433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2005-10-28,,,,,,,,,,0.4600000000000001,58.66877362521338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2005-10-29,,,,,,,,,,0.45791317876752197,58.2779054128886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2005-10-30,,,,,,,,,,0.4563978738869185,57.89275236408257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2005-10-31,,,,,,,,,,0.45473128487614883,57.506086473974875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2005-11-01,,,,,,,,,,0.4534875656171168,57.12364928138456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2005-11-02,,,,,,,,,,0.45720356479052127,56.790809273118604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2005-11-03,,,,,,,,,,0.5158335508726319,57.007109133939714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2005-11-04,,,,,,,,,,0.4620000000000001,56.56307173658233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2005-11-05,,,,,,,,,,0.46956721006725444,56.268743837254874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2005-11-06,,,,,,,,,,0.4600000000000001,55.87763558810535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2005-11-07,,,,,,,,,,0.4606617702138228,55.51425329024358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2005-11-08,,,,,,,,,,0.4741822234736808,55.34182223473681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2005-11-09,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2005-11-10,,,,,,,,,,0.45961012346318597,55.19610123463186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2005-11-11,,,,,,,,,,0.474610123463186,55.34610123463186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2005-11-12,,,,,,,,,,0.4640000000000001,55.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2005-11-13,,,,,,,,,,0.462,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2005-11-14,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2005-11-15,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2005-11-16,,,,,,,,,,0.503,55.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2005-11-17,,,,,,,,,,0.5120000000000001,55.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2005-11-18,,,,,,,,,,0.4750000000000001,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2005-11-19,,,,,,,,,,0.461,55.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2005-11-20,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2005-11-21,,,,,,,,,,0.4609751420430747,55.20975142043075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2005-11-22,,,,,,,,,,0.46086176944189533,55.208617694418955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2005-11-23,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2005-11-24,,,,,,,,,,0.46496062665611915,55.249606266561194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2005-11-25,,,,,,,,,,0.545,56.050000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2005-11-26,,,,,,,,,,0.57,56.480000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2005-11-27,,,,,,,,,,0.57,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2005-11-28,,,,,,,,,,0.5499999999999999,56.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2005-11-29,,,,,,,,,,0.4948158736327605,56.26815873632761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2005-11-30,,,,,,,,,,0.4600000000000001,55.89815873632761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2005-12-01,,,,,,,,,,0.461,55.53815873632761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2005-12-02,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2005-12-03,,,,,,,,,,0.46271168309354166,55.227116830935415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2005-12-04,,,,,,,,,,0.462,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2005-12-05,,,,,,,,,,0.5050000000000001,55.650000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2005-12-06,,,,,,,,,,0.4630000000000001,55.29974759844595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2005-12-07,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2005-12-08,,,,,,,,,,0.4790000000000001,55.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2005-12-09,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2005-12-10,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2005-12-11,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2005-12-12,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2005-12-13,,,,,,,,,,0.461,55.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2005-12-14,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2005-12-15,,,,,,,,,,0.4640000000000001,55.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2005-12-16,,,,,,,,,,0.4870000000000001,55.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2005-12-17,,,,,,,,,,0.57,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2005-12-18,,,,,,,,,,0.5409999999999999,56.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2005-12-19,,,,,,,,,,0.49499999999999994,55.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2005-12-20,,,,,,,,,,0.48600000000000004,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2005-12-21,,,,,,,,,,0.461,55.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2005-12-22,,,,,,,,,,0.4720000000000001,55.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2005-12-23,,,,,,,,,,0.491,55.510000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2005-12-24,,,,,,,,,,0.466,55.260000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2005-12-25,,,,,,,,,,0.4600000000000001,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2005-12-26,,,,,,,,,,0.462,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
